customer_id,age_band,residency,segment,created_date
CUST16770,36-45,AD,mass,2025-11-23
CUST01470,36-45,AD,mass,2025-11-27
CUST13899,36-45,AD,mass,2025-11-28
CUST02350,36-45,AD,mass,2025-11-29
CUST00083,36-45,AD,mass,2025-12-01
CUST00587,36-45,AD,mass,2025-12-02
CUST01388,36-45,AD,mass,2025-12-02
CUST05010,36-45,AD,mass,2025-12-02
CUST05796,36-45,AD,mass,2025-12-07
CUST01807,36-45,AD,mass,2025-12-08
CUST15921,36-45,AD,mass,2025-12-09
CUST07051,36-45,AD,mass,2025-12-13
CUST03780,36-45,AD,mass,2025-12-14
CUST04036,36-45,AD,mass,2025-12-17
CUST03019,36-45,AD,mass,2025-12-22
CUST04617,36-45,AD,mass,2025-12-25
CUST08781,36-45,AD,mass,2025-12-25
CUST01767,36-45,AD,mass,2025-12-26
CUST01430,36-45,AD,mass,2026-01-03
CUST11024,36-45,AD,mass,2026-01-04
CUST05760,36-45,AD,mass,2026-01-11
CUST02804,36-45,AD,mass,2026-01-12
CUST12467,36-45,AD,mass,2026-01-15
CUST04594,36-45,AD,mass,2026-01-19
CUST09843,36-45,AD,mass,2026-01-24
CUST16333,36-45,AD,mass,2026-01-24
CUST17918,36-45,AD,mass,2026-01-25
CUST09851,36-45,AD,mass,2026-01-30
CUST13066,36-45,AD,mass,2026-01-30
CUST15596,36-45,AD,mass,2026-01-31
CUST04748,36-45,AD,mass,2026-02-02
CUST03333,36-45,AD,mass,2026-02-05
CUST16614,36-45,AD,mass,2026-02-06
CUST07847,36-45,AD,mass,2026-02-09
CUST05281,46-60,AD,mass,2025-10-15
CUST02972,46-60,AD,mass,2025-10-17
CUST12341,46-60,AD,mass,2025-10-21
CUST05063,46-60,AD,mass,2025-10-22
CUST11376,46-60,AD,mass,2025-10-23
CUST08265,46-60,AD,mass,2025-10-27
CUST00969,46-60,AD,mass,2025-11-01
CUST18334,46-60,AD,mass,2025-11-01
CUST19047,46-60,AD,mass,2025-11-01
CUST01179,46-60,AD,mass,2025-11-03
CUST19038,46-60,AD,mass,2025-11-03
CUST05344,46-60,AD,mass,2025-11-05
CUST03053,46-60,AD,mass,2025-11-06
CUST04095,46-60,AD,mass,2025-11-09
CUST04121,46-60,AD,mass,2025-11-12
CUST08117,46-60,AD,mass,2025-11-14
CUST03185,46-60,AD,mass,2025-11-15
CUST09821,46-60,AD,mass,2025-11-15
CUST00027,46-60,AD,mass,2025-11-18
CUST12704,46-60,AD,mass,2025-11-18
CUST18856,46-60,AD,mass,2025-11-20
CUST05789,46-60,AD,mass,2025-11-22
CUST15681,46-60,AD,mass,2025-11-24
CUST17632,46-60,AD,mass,2025-11-27
CUST03835,46-60,AD,mass,2025-12-06
CUST13335,46-60,AD,mass,2025-12-09
CUST19064,46-60,AD,mass,2025-12-11
CUST15368,46-60,AD,mass,2025-12-14
CUST03193,46-60,AD,mass,2025-12-15
CUST02634,46-60,AD,mass,2025-12-16
CUST07548,46-60,AD,mass,2025-12-16
CUST14090,46-60,AD,mass,2025-12-21
CUST11423,46-60,AD,mass,2025-12-24
CUST06739,46-60,AD,mass,2025-12-25
CUST13226,46-60,AD,mass,2025-12-25
CUST10628,46-60,AD,mass,2025-12-29
CUST05717,46-60,AD,mass,2025-12-30
CUST19238,46-60,AD,mass,2025-12-30
CUST06987,46-60,AD,mass,2026-01-03
CUST12220,46-60,AD,mass,2026-01-03
CUST08076,46-60,AD,mass,2026-01-04
CUST14105,46-60,AD,mass,2026-01-07
CUST01531,46-60,AD,mass,2026-01-09
CUST01616,46-60,AD,mass,2026-01-16
CUST06775,46-60,AD,mass,2026-01-16
CUST11256,46-60,AD,mass,2026-01-18
CUST19182,46-60,AD,mass,2026-01-21
CUST13803,46-60,AD,mass,2026-01-28
CUST05295,46-60,AD,mass,2026-02-01
CUST01568,46-60,AD,mass,2026-02-03
CUST13095,46-60,AD,mass,2026-02-04
CUST06716,46-60,AD,mass,2026-02-07
CUST09555,46-60,AD,mass,2026-02-07
CUST05781,46-60,AD,mass,2026-02-09
CUST00626,60+,AD,mass,2025-10-15
CUST11736,60+,AD,mass,2025-10-18
CUST10165,60+,AD,mass,2025-10-19
CUST18664,60+,AD,mass,2025-10-22
CUST06185,60+,AD,mass,2025-11-03
CUST11237,60+,AD,mass,2025-11-10
CUST14961,60+,AD,mass,2025-11-10
CUST06160,60+,AD,mass,2025-11-13
CUST06497,60+,AD,mass,2025-11-14
CUST08541,60+,AD,mass,2025-11-18
CUST08093,60+,AD,mass,2025-11-22
CUST12971,60+,AD,mass,2025-11-29
CUST10475,60+,AD,mass,2025-12-01
CUST06971,60+,AD,mass,2025-12-07
CUST19025,60+,AD,mass,2025-12-10
CUST00398,60+,AD,mass,2025-12-21
CUST05679,60+,AD,mass,2026-01-19
CUST14643,60+,AD,mass,2026-02-02
CUST00290,18-25,AD,mass,2025-10-17
CUST02671,18-25,AD,mass,2025-10-17
CUST05121,18-25,AD,mass,2025-10-23
CUST10799,18-25,AD,mass,2025-10-31
CUST02081,18-25,AD,mass,2025-11-08
CUST11253,18-25,AD,mass,2025-11-09
CUST18645,18-25,AD,mass,2025-11-14
CUST12314,18-25,AD,mass,2025-11-18
CUST04934,18-25,AD,mass,2025-11-19
CUST12380,18-25,AD,mass,2025-11-27
CUST12767,18-25,AD,mass,2025-11-30
CUST09478,18-25,AD,mass,2025-12-06
CUST11006,18-25,AD,mass,2025-12-10
CUST11820,18-25,AD,mass,2025-12-10
CUST10483,18-25,AD,mass,2025-12-11
CUST18905,18-25,AD,mass,2025-12-30
CUST19968,18-25,AD,mass,2025-12-31
CUST14953,18-25,AD,mass,2026-01-01
CUST15947,18-25,AD,mass,2026-01-09
CUST14268,18-25,AD,mass,2026-01-10
CUST14987,18-25,AD,mass,2026-01-12
CUST17773,18-25,AD,mass,2026-01-15
CUST08352,18-25,AD,mass,2026-01-16
CUST11775,18-25,AD,mass,2026-01-31
CUST04866,18-25,AD,mass,2026-02-02
CUST06199,18-25,AD,mass,2026-02-02
CUST01980,18-25,AD,mass,2026-02-05
CUST07681,18-25,AD,mass,2026-02-05
CUST11544,18-25,AD,mass,2026-02-10
CUST08950,18-25,AD,mass,2026-02-11
CUST07383,26-35,AD,mass,2025-10-16
CUST17100,26-35,AD,mass,2025-10-16
CUST08939,26-35,AD,mass,2025-10-19
CUST06044,26-35,AD,mass,2025-10-21
CUST17858,26-35,AD,mass,2025-10-22
CUST00005,26-35,AD,mass,2025-10-26
CUST13927,26-35,AD,mass,2025-10-28
CUST05404,26-35,AD,mass,2025-10-31
CUST09218,26-35,AD,mass,2025-11-02
CUST17513,26-35,AD,mass,2025-11-02
CUST19919,26-35,AD,mass,2025-11-02
CUST00489,26-35,AD,mass,2025-11-03
CUST07546,26-35,AD,mass,2025-11-04
CUST13687,26-35,AD,mass,2025-11-04
CUST13866,26-35,AD,mass,2025-11-04
CUST08370,26-35,AD,mass,2025-11-05
CUST12280,26-35,AD,mass,2025-11-06
CUST09465,26-35,AD,mass,2025-11-09
CUST11445,26-35,AD,mass,2025-11-11
CUST04666,26-35,AD,mass,2025-11-13
CUST14265,26-35,AD,mass,2025-11-14
CUST12616,26-35,AD,mass,2025-11-16
CUST10533,26-35,AD,mass,2025-11-17
CUST13238,26-35,AD,mass,2025-11-17
CUST04140,26-35,AD,mass,2025-12-05
CUST06187,26-35,AD,mass,2025-12-08
CUST03044,26-35,AD,mass,2025-12-10
CUST16459,26-35,AD,mass,2025-12-12
CUST11115,26-35,AD,mass,2025-12-16
CUST14861,26-35,AD,mass,2025-12-20
CUST17334,26-35,AD,mass,2025-12-20
CUST07833,26-35,AD,mass,2025-12-26
CUST15575,26-35,AD,mass,2025-12-29
CUST06449,26-35,AD,mass,2025-12-30
CUST10618,26-35,AD,mass,2025-12-30
CUST09693,26-35,AD,mass,2026-01-04
CUST13779,26-35,AD,mass,2026-01-04
CUST12022,26-35,AD,mass,2026-01-06
CUST18486,26-35,AD,mass,2026-01-14
CUST08947,26-35,AD,mass,2026-01-18
CUST05894,26-35,AD,mass,2026-01-20
CUST06801,26-35,AD,mass,2026-01-20
CUST14135,26-35,AD,mass,2026-01-20
CUST09726,26-35,AD,mass,2026-01-27
CUST17665,26-35,AD,mass,2026-01-30
CUST14608,26-35,AD,mass,2026-02-02
CUST10570,26-35,AD,mass,2026-02-06
CUST00357,26-35,AD,mass,2026-02-09
CUST07420,26-35,AD,mass,2026-02-10
CUST15781,26-35,AD,mass,2026-02-10
CUST12348,36-45,AD,mass,2025-10-15
CUST03483,36-45,AD,mass,2025-10-21
CUST14513,36-45,AD,mass,2025-10-21
CUST16809,36-45,AD,mass,2025-10-28
CUST06184,36-45,AD,mass,2025-10-30
CUST08007,36-45,AD,mass,2025-10-30
CUST17568,36-45,AD,mass,2025-10-31
CUST18157,36-45,AD,mass,2025-11-02
CUST05183,36-45,AD,mass,2025-11-04
CUST07220,36-45,AD,mass,2025-11-05
CUST15461,36-45,AD,mass,2025-11-08
CUST05697,36-45,AD,mass,2025-11-14
CUST19744,36-45,AD,mass,2025-11-15
CUST00944,36-45,AD,mass,2025-11-21
CUST12306,36-45,AD,mass,2025-11-29
CUST01630,36-45,AD,mass,2025-11-30
CUST02061,36-45,AD,mass,2025-11-30
CUST18813,36-45,AD,mass,2025-12-03
CUST14061,36-45,AD,mass,2025-12-07
CUST16823,36-45,AD,mass,2025-12-08
CUST07739,36-45,AD,mass,2025-12-09
CUST19730,36-45,AD,mass,2025-12-09
CUST12667,36-45,AD,mass,2025-12-10
CUST17890,36-45,AD,mass,2025-12-10
CUST06164,36-45,AD,mass,2025-12-12
CUST02250,36-45,AD,mass,2025-12-22
CUST16921,36-45,AD,mass,2025-12-27
CUST05584,36-45,AD,mass,2025-12-29
CUST13134,36-45,AD,mass,2025-12-31
CUST18924,36-45,AD,mass,2026-01-01
CUST03311,36-45,AD,mass,2026-01-06
CUST03116,36-45,AD,mass,2026-01-10
CUST19339,36-45,AD,mass,2026-01-11
CUST06518,36-45,AD,mass,2026-01-12
CUST13883,36-45,AD,mass,2026-01-13
CUST08893,36-45,AD,mass,2026-01-14
CUST02178,36-45,AD,mass,2026-01-18
CUST10364,36-45,AD,mass,2026-01-20
CUST18494,36-45,AD,mass,2026-01-21
CUST02498,36-45,AD,mass,2026-01-22
CUST01325,36-45,AD,mass,2026-01-25
CUST15717,36-45,AD,mass,2026-01-30
CUST03310,36-45,AD,mass,2026-01-31
CUST07226,36-45,AD,mass,2026-02-04
CUST07675,36-45,AD,mass,2026-02-06
CUST03122,36-45,AD,mass,2026-02-08
CUST01423,36-45,AD,mass,2026-02-09
CUST02820,36-45,AD,mass,2026-02-11
CUST05549,46-60,AD,mass,2025-10-26
CUST11325,46-60,AD,mass,2025-10-29
CUST15970,46-60,AD,mass,2025-10-29
CUST12081,46-60,AD,mass,2025-10-30
CUST16475,46-60,AD,mass,2025-11-02
CUST18618,46-60,AD,mass,2025-11-02
CUST15688,46-60,AD,mass,2025-11-10
CUST11457,46-60,AD,mass,2025-11-12
CUST15637,46-60,AD,mass,2025-11-15
CUST02622,46-60,AD,mass,2025-11-17
CUST07829,46-60,AD,mass,2025-11-23
CUST18032,46-60,AD,mass,2025-11-30
CUST07323,46-60,AD,mass,2025-12-01
CUST11103,46-60,AD,mass,2025-12-06
CUST16356,46-60,AD,mass,2025-12-06
CUST06411,46-60,AD,mass,2025-12-12
CUST04493,46-60,AD,mass,2025-12-15
CUST08953,46-60,AD,mass,2025-12-15
CUST03728,46-60,AD,mass,2025-12-24
CUST11049,46-60,AD,mass,2025-12-25
CUST17396,46-60,AD,mass,2025-12-26
CUST03763,46-60,AD,mass,2025-12-28
CUST02710,46-60,AD,mass,2026-01-02
CUST03139,46-60,AD,mass,2026-01-04
CUST08354,46-60,AD,mass,2026-01-04
CUST19754,46-60,AD,mass,2026-01-05
CUST05836,46-60,AD,mass,2026-01-10
CUST02514,46-60,AD,mass,2026-01-12
CUST17999,46-60,AD,mass,2026-01-16
CUST04123,46-60,AD,mass,2026-01-17
CUST02412,46-60,AD,mass,2026-01-20
CUST13680,46-60,AD,mass,2026-01-20
CUST04314,46-60,AD,mass,2026-01-21
CUST19350,46-60,AD,mass,2026-01-24
CUST08003,46-60,AD,mass,2026-01-25
CUST08138,46-60,AD,mass,2026-01-29
CUST03670,46-60,AD,mass,2026-01-30
CUST10544,46-60,AD,mass,2026-01-31
CUST13339,46-60,AD,mass,2026-02-03
CUST14768,46-60,AD,mass,2026-02-04
CUST10016,46-60,AD,mass,2026-02-08
CUST10326,46-60,AD,mass,2026-02-09
CUST18208,46-60,AD,mass,2026-02-09
CUST07334,60+,AD,mass,2025-10-22
CUST18176,60+,AD,mass,2025-11-01
CUST19309,60+,AD,mass,2025-11-03
CUST15508,60+,AD,mass,2025-11-13
CUST19394,60+,AD,mass,2025-11-13
CUST18076,60+,AD,mass,2025-11-16
CUST09349,60+,AD,mass,2025-11-17
CUST17650,60+,AD,mass,2025-11-19
CUST02932,60+,AD,mass,2025-11-20
CUST12258,60+,AD,mass,2025-11-21
CUST12507,60+,AD,mass,2025-11-23
CUST05940,60+,AD,mass,2025-11-26
CUST06315,60+,AD,mass,2025-11-26
CUST18530,60+,AD,mass,2025-11-28
CUST07510,60+,AD,mass,2025-12-21
CUST12938,60+,AD,mass,2025-12-31
CUST17700,60+,AD,mass,2026-01-04
CUST02478,60+,AD,mass,2026-01-05
CUST16070,60+,AD,mass,2026-01-18
CUST18474,60+,AD,mass,2026-01-20
CUST08897,60+,AD,mass,2026-02-10
CUST16082,18-25,AD,mass,2025-10-17
CUST06318,18-25,AD,mass,2025-10-19
CUST00935,18-25,AD,mass,2025-10-22
CUST01521,18-25,AD,mass,2025-10-29
CUST10952,18-25,AD,mass,2025-11-02
CUST08821,18-25,AD,mass,2025-11-06
CUST13594,18-25,AD,mass,2025-11-11
CUST11953,18-25,AD,mass,2025-11-14
CUST18703,18-25,AD,mass,2025-11-21
CUST07952,18-25,AD,mass,2025-12-17
CUST09409,18-25,AD,mass,2025-12-22
CUST15073,18-25,AD,mass,2025-12-26
CUST16179,18-25,AD,mass,2026-01-07
CUST19954,18-25,AD,mass,2026-01-11
CUST05554,18-25,AD,mass,2026-01-15
CUST12869,18-25,AD,mass,2026-01-16
CUST16812,18-25,AD,mass,2026-01-19
CUST09688,18-25,AD,mass,2026-01-25
CUST15208,18-25,AD,mass,2026-01-27
CUST07393,18-25,AD,mass,2026-01-30
CUST00469,18-25,AD,mass,2026-01-31
CUST06672,18-25,AD,mass,2026-02-06
CUST17525,18-25,AD,mass,2026-02-08
CUST09753,18-25,AD,mass,2026-02-09
CUST10386,26-35,AD,mass,2025-10-16
CUST03620,26-35,AD,mass,2025-10-17
CUST16156,26-35,AD,mass,2025-10-17
CUST16719,26-35,AD,mass,2025-10-25
CUST16045,26-35,AD,mass,2025-10-30
CUST15065,26-35,AD,mass,2025-11-04
CUST12788,26-35,AD,mass,2025-11-06
CUST08486,26-35,AD,mass,2025-11-08
CUST09605,26-35,AD,mass,2025-11-14
CUST10225,26-35,AD,mass,2025-11-18
CUST03110,26-35,AD,mass,2025-12-01
CUST15256,26-35,AD,mass,2025-12-06
CUST07016,26-35,AD,mass,2025-12-07
CUST11902,26-35,AD,mass,2025-12-08
CUST02988,26-35,AD,mass,2025-12-12
CUST08663,26-35,AD,mass,2025-12-14
CUST15400,26-35,AD,mass,2025-12-16
CUST17273,26-35,AD,mass,2025-12-16
CUST12601,26-35,AD,mass,2025-12-18
CUST01342,26-35,AD,mass,2025-12-21
CUST07339,26-35,AD,mass,2025-12-23
CUST07586,26-35,AD,mass,2025-12-24
CUST09663,26-35,AD,mass,2025-12-24
CUST18781,26-35,AD,mass,2025-12-26
CUST14017,26-35,AD,mass,2025-12-28
CUST12000,26-35,AD,mass,2026-01-04
CUST17796,26-35,AD,mass,2026-01-06
CUST19289,26-35,AD,mass,2026-01-08
CUST01127,26-35,AD,mass,2026-01-10
CUST15559,26-35,AD,mass,2026-01-10
CUST19280,26-35,AD,mass,2026-01-10
CUST01313,26-35,AD,mass,2026-01-12
CUST04765,26-35,AD,mass,2026-01-14
CUST02235,26-35,AD,mass,2026-01-15
CUST01943,26-35,AD,mass,2026-01-16
CUST03664,26-35,AD,mass,2026-01-19
CUST05200,26-35,AD,mass,2026-01-19
CUST05711,26-35,AD,mass,2026-01-19
CUST00590,26-35,AD,mass,2026-01-24
CUST04624,26-35,AD,mass,2026-01-25
CUST07300,26-35,AD,mass,2026-01-25
CUST10926,26-35,AD,mass,2026-01-26
CUST07875,26-35,AD,mass,2026-01-28
CUST18631,26-35,AD,mass,2026-01-28
CUST07155,26-35,AD,mass,2026-01-31
CUST10902,26-35,AD,mass,2026-02-04
CUST15511,26-35,AD,mass,2026-02-06
CUST10790,26-35,AD,mass,2026-02-07
CUST18538,26-35,AD,mass,2026-02-07
CUST01853,26-35,AD,mass,2026-02-11
CUST12321,36-45,AD,mass,2025-10-17
CUST15061,36-45,AD,mass,2025-10-20
CUST18302,36-45,AD,mass,2025-10-21
CUST11272,36-45,AD,mass,2025-10-23
CUST00720,36-45,AD,mass,2025-10-26
CUST01729,36-45,AD,mass,2025-11-01
CUST04527,36-45,AD,mass,2025-11-09
CUST19709,36-45,AD,mass,2025-11-09
CUST03209,36-45,AD,mass,2025-11-11
CUST09288,36-45,AD,mass,2025-11-12
CUST16621,36-45,AD,mass,2025-11-14
CUST04342,36-45,AD,mass,2025-11-15
CUST12821,36-45,AD,mass,2025-11-16
CUST19724,36-45,AD,mass,2025-11-20
CUST19991,36-45,AD,mass,2025-11-20
CUST15539,36-45,AD,mass,2025-11-21
CUST04389,36-45,AD,mass,2025-11-27
CUST12945,36-45,AD,mass,2025-11-28
CUST04076,36-45,AD,mass,2025-11-29
CUST02703,36-45,AD,mass,2025-12-04
CUST04390,36-45,AD,mass,2025-12-08
CUST13378,36-45,AD,mass,2025-12-14
CUST00991,36-45,AD,mass,2025-12-17
CUST18460,36-45,AD,mass,2025-12-22
CUST09530,36-45,AD,mass,2025-12-24
CUST19188,36-45,AD,mass,2025-12-26
CUST04817,36-45,AD,mass,2026-01-01
CUST13750,36-45,AD,mass,2026-01-03
CUST14642,36-45,AD,mass,2026-01-05
CUST02777,36-45,AD,mass,2026-01-07
CUST03747,36-45,AD,mass,2026-01-10
CUST04611,36-45,AD,mass,2026-01-13
CUST01364,36-45,AD,mass,2026-01-14
CUST12669,36-45,AD,mass,2026-01-17
CUST01260,36-45,AD,mass,2026-01-20
CUST10267,36-45,AD,mass,2026-01-20
CUST05237,36-45,AD,mass,2026-01-25
CUST15807,36-45,AD,mass,2026-01-30
CUST15334,36-45,AD,mass,2026-02-05
CUST03973,36-45,AD,mass,2026-02-07
CUST12212,36-45,AD,mass,2026-02-10
CUST06054,46-60,AD,mass,2025-10-15
CUST17768,46-60,AD,mass,2025-11-02
CUST08669,46-60,AD,mass,2025-11-07
CUST11290,46-60,AD,mass,2025-11-08
CUST06036,46-60,AD,mass,2025-11-09
CUST19046,46-60,AD,mass,2025-11-13
CUST04365,46-60,AD,mass,2025-11-14
CUST05408,46-60,AD,mass,2025-11-18
CUST19492,46-60,AD,mass,2025-11-23
CUST08808,46-60,AD,mass,2025-12-03
CUST09923,46-60,AD,mass,2025-12-05
CUST10274,46-60,AD,mass,2025-12-18
CUST14598,46-60,AD,mass,2025-12-19
CUST14271,46-60,AD,mass,2025-12-27
CUST15127,46-60,AD,mass,2025-12-27
CUST02543,46-60,AD,mass,2025-12-29
CUST06662,46-60,AD,mass,2026-01-02
CUST11144,46-60,AD,mass,2026-01-04
CUST16936,46-60,AD,mass,2026-01-07
CUST04733,46-60,AD,mass,2026-01-08
CUST09092,46-60,AD,mass,2026-01-09
CUST01770,46-60,AD,mass,2026-01-11
CUST06430,46-60,AD,mass,2026-01-12
CUST17459,46-60,AD,mass,2026-01-18
CUST01131,46-60,AD,mass,2026-01-22
CUST03426,46-60,AD,mass,2026-01-25
CUST01784,46-60,AD,mass,2026-02-01
CUST10852,46-60,AD,mass,2026-02-01
CUST09505,46-60,AD,mass,2026-02-04
CUST10422,60+,AD,mass,2025-10-18
CUST08270,60+,AD,mass,2025-10-29
CUST09306,60+,AD,mass,2025-11-15
CUST07284,60+,AD,mass,2025-11-27
CUST17425,60+,AD,mass,2025-12-02
CUST03690,60+,AD,mass,2025-12-17
CUST13524,60+,AD,mass,2025-12-17
CUST02258,60+,AD,mass,2025-12-18
CUST06355,60+,AD,mass,2025-12-24
CUST07437,60+,AD,mass,2025-12-29
CUST03751,60+,AD,mass,2025-12-31
CUST10128,60+,AD,mass,2026-01-08
CUST18954,60+,AD,mass,2026-01-12
CUST15390,60+,AD,mass,2026-01-14
CUST17878,60+,AD,mass,2026-01-17
CUST04215,60+,AD,mass,2026-01-18
CUST08234,60+,AD,mass,2026-01-22
CUST12309,60+,AD,mass,2026-01-28
CUST03405,60+,AD,mass,2026-01-30
CUST19785,60+,AD,mass,2026-02-03
CUST14142,18-25,AD,mass,2025-10-18
CUST01060,18-25,AD,mass,2025-10-19
CUST06853,18-25,AD,mass,2025-10-20
CUST14758,18-25,AD,mass,2025-10-21
CUST09529,18-25,AD,mass,2025-10-25
CUST10673,18-25,AD,mass,2025-10-29
CUST01907,18-25,AD,mass,2025-11-01
CUST05081,18-25,AD,mass,2025-11-01
CUST17185,18-25,AD,mass,2025-11-02
CUST09119,18-25,AD,mass,2025-11-04
CUST12087,18-25,AD,mass,2025-11-04
CUST11590,18-25,AD,mass,2025-11-08
CUST06303,18-25,AD,mass,2025-11-15
CUST01228,18-25,AD,mass,2025-11-22
CUST02538,18-25,AD,mass,2025-11-23
CUST03512,18-25,AD,mass,2025-11-24
CUST04283,18-25,AD,mass,2025-11-24
CUST04672,18-25,AD,mass,2025-12-08
CUST18516,18-25,AD,mass,2025-12-13
CUST18253,18-25,AD,mass,2025-12-17
CUST14217,18-25,AD,mass,2025-12-20
CUST10425,18-25,AD,mass,2025-12-26
CUST14256,18-25,AD,mass,2025-12-31
CUST13466,18-25,AD,mass,2026-01-03
CUST07603,18-25,AD,mass,2026-01-07
CUST00488,18-25,AD,mass,2026-01-12
CUST07183,18-25,AD,mass,2026-01-19
CUST12770,18-25,AD,mass,2026-01-25
CUST03912,18-25,AD,mass,2026-01-27
CUST03564,18-25,AD,mass,2026-02-06
CUST03105,18-25,AD,mass,2026-02-09
CUST10554,18-25,AD,mass,2026-02-10
CUST18080,18-25,AD,mass,2026-02-10
CUST17756,18-25,AD,mass,2026-02-11
CUST00317,26-35,AD,mass,2025-10-15
CUST09578,26-35,AD,mass,2025-10-16
CUST05162,26-35,AD,mass,2025-10-24
CUST13009,26-35,AD,mass,2025-10-26
CUST05184,26-35,AD,mass,2025-10-29
CUST19799,26-35,AD,mass,2025-11-02
CUST05623,26-35,AD,mass,2025-11-04
CUST19533,26-35,AD,mass,2025-11-04
CUST10327,26-35,AD,mass,2025-11-05
CUST18823,26-35,AD,mass,2025-11-05
CUST08476,26-35,AD,mass,2025-11-06
CUST17314,26-35,AD,mass,2025-11-07
CUST19024,26-35,AD,mass,2025-11-07
CUST10423,26-35,AD,mass,2025-11-20
CUST06249,26-35,AD,mass,2025-11-22
CUST15137,26-35,AD,mass,2025-11-23
CUST18110,26-35,AD,mass,2025-11-25
CUST06381,26-35,AD,mass,2025-11-26
CUST16975,26-35,AD,mass,2025-11-28
CUST06734,26-35,AD,mass,2025-12-04
CUST03534,26-35,AD,mass,2025-12-05
CUST14301,26-35,AD,mass,2025-12-05
CUST13564,26-35,AD,mass,2025-12-08
CUST15952,26-35,AD,mass,2025-12-15
CUST01755,26-35,AD,mass,2025-12-16
CUST03372,26-35,AD,mass,2025-12-20
CUST12664,26-35,AD,mass,2025-12-21
CUST13624,26-35,AD,mass,2025-12-26
CUST12030,26-35,AD,mass,2025-12-29
CUST07242,26-35,AD,mass,2025-12-31
CUST08349,26-35,AD,mass,2026-01-11
CUST16229,26-35,AD,mass,2026-01-13
CUST14728,26-35,AD,mass,2026-01-15
CUST15852,26-35,AD,mass,2026-01-22
CUST02660,26-35,AD,mass,2026-01-24
CUST02531,26-35,AD,mass,2026-01-25
CUST08167,26-35,AD,mass,2026-01-25
CUST08292,26-35,AD,mass,2026-01-26
CUST01247,26-35,AD,mass,2026-01-30
CUST16584,26-35,AD,mass,2026-01-31
CUST17551,26-35,AD,mass,2026-02-07
CUST06306,36-45,AD,mass,2025-10-16
CUST15149,36-45,AD,mass,2025-10-20
CUST04503,36-45,AD,mass,2025-10-21
CUST18866,36-45,AD,mass,2025-10-21
CUST18611,36-45,AD,mass,2025-10-22
CUST12419,36-45,AD,mass,2025-10-23
CUST11598,36-45,AD,mass,2025-10-24
CUST13591,36-45,AD,mass,2025-10-24
CUST07246,36-45,AD,mass,2025-10-27
CUST08019,36-45,AD,mass,2025-10-28
CUST19310,36-45,AD,mass,2025-10-28
CUST16506,36-45,AD,mass,2025-10-30
CUST11166,36-45,AD,mass,2025-11-06
CUST10148,36-45,AD,mass,2025-11-13
CUST15799,36-45,AD,mass,2025-11-20
CUST18269,36-45,AD,mass,2025-11-23
CUST06181,36-45,AD,mass,2025-11-27
CUST18141,36-45,AD,mass,2025-12-01
CUST16472,36-45,AD,mass,2025-12-05
CUST17697,36-45,AD,mass,2025-12-07
CUST04189,36-45,AD,mass,2025-12-14
CUST13540,36-45,AD,mass,2025-12-16
CUST02208,36-45,AD,mass,2025-12-19
CUST15992,36-45,AD,mass,2025-12-20
CUST04129,36-45,AD,mass,2025-12-22
CUST17489,36-45,AD,mass,2025-12-31
CUST02399,36-45,AD,mass,2026-01-01
CUST00858,36-45,AD,mass,2026-01-03
CUST01509,36-45,AD,mass,2026-01-03
CUST13002,36-45,AD,mass,2026-01-03
CUST17241,36-45,AD,mass,2026-01-10
CUST11317,36-45,AD,mass,2026-01-12
CUST16802,36-45,AD,mass,2026-01-13
CUST10716,36-45,AD,mass,2026-01-17
CUST01102,36-45,AD,mass,2026-01-20
CUST10439,36-45,AD,mass,2026-01-27
CUST05968,36-45,AD,mass,2026-01-28
CUST09636,36-45,AD,mass,2026-02-04
CUST02398,36-45,AD,mass,2026-02-06
CUST10377,36-45,AD,mass,2026-02-07
CUST01880,46-60,AD,mass,2025-10-17
CUST04725,46-60,AD,mass,2025-10-17
CUST18666,46-60,AD,mass,2025-10-17
CUST03189,46-60,AD,mass,2025-10-19
CUST02425,46-60,AD,mass,2025-10-26
CUST17340,46-60,AD,mass,2025-10-30
CUST05170,46-60,AD,mass,2025-11-03
CUST08397,46-60,AD,mass,2025-11-04
CUST01290,46-60,AD,mass,2025-11-05
CUST11911,46-60,AD,mass,2025-11-05
CUST09194,46-60,AD,mass,2025-11-07
CUST03709,46-60,AD,mass,2025-11-09
CUST06291,46-60,AD,mass,2025-11-16
CUST18994,46-60,AD,mass,2025-11-18
CUST00771,46-60,AD,mass,2025-11-20
CUST13269,46-60,AD,mass,2025-11-25
CUST14450,46-60,AD,mass,2025-11-28
CUST01582,46-60,AD,mass,2025-12-02
CUST02979,46-60,AD,mass,2025-12-04
CUST09356,46-60,AD,mass,2025-12-11
CUST11704,46-60,AD,mass,2025-12-13
CUST07314,46-60,AD,mass,2025-12-18
CUST06255,46-60,AD,mass,2025-12-19
CUST06840,46-60,AD,mass,2025-12-19
CUST07949,46-60,AD,mass,2025-12-19
CUST14073,46-60,AD,mass,2025-12-20
CUST12457,46-60,AD,mass,2025-12-22
CUST00775,46-60,AD,mass,2025-12-23
CUST08609,46-60,AD,mass,2025-12-28
CUST08751,46-60,AD,mass,2026-01-02
CUST14711,46-60,AD,mass,2026-01-02
CUST15326,46-60,AD,mass,2026-01-02
CUST15479,46-60,AD,mass,2026-01-05
