event_ts,customer_id,product_family,event_type,amount
2025-12-06 18:36:00,CUST04049,card,opened,
2025-11-19 14:11:00,CUST04053,account,opened,
2025-12-09 12:21:00,CUST04055,account,opened,
2025-12-13 01:01:00,CUST04058,account,opened,
2026-01-20 04:29:00,CUST04069,account,opened,
2025-12-04 15:51:00,CUST04073,account,opened,
2025-12-23 21:51:00,CUST04073,card,opened,
2026-01-18 11:48:00,CUST04074,account,opened,
2025-12-04 03:00:00,CUST04076,account,opened,
2026-02-07 14:33:00,CUST04087,account,opened,
2026-02-08 21:33:00,CUST04087,card,opened,
2025-11-29 07:09:00,CUST04099,account,opened,
2026-02-18 20:04:00,CUST04104,account,opened,
2026-01-15 23:46:00,CUST04111,account,opened,
2026-01-01 11:30:00,CUST04129,account,opened,
2026-01-28 16:30:00,CUST04129,loan,applied,16019
2026-02-07 18:30:00,CUST04129,loan,approved,16019
2026-02-01 10:07:00,CUST04130,account,opened,
2026-02-14 08:00:00,CUST04133,account,opened,
2026-02-25 08:00:00,CUST04133,loan,applied,5228
2026-03-07 09:00:00,CUST04133,loan,approved,5228
2025-11-30 06:33:00,CUST04135,account,opened,
2025-11-14 12:18:00,CUST04136,account,opened,
2025-11-14 12:18:00,CUST04136,card,opened,
2025-12-07 13:05:00,CUST04148,account,opened,
2025-12-07 22:05:00,CUST04148,card,opened,
2026-01-02 15:05:00,CUST04148,loan,applied,6570
2026-01-10 18:05:00,CUST04148,loan,approved,6570
2026-03-01 15:38:00,CUST04152,account,opened,
2026-03-04 00:38:00,CUST04152,card,opened,
2026-03-12 23:38:00,CUST04152,loan,applied,8769
2026-03-22 04:38:00,CUST04152,loan,approved,8769
2026-02-16 20:52:00,CUST04153,account,opened,
2026-02-25 04:52:00,CUST04153,card,opened,
2026-01-31 08:00:00,CUST04156,account,opened,
2026-02-02 12:00:00,CUST04156,card,opened,
2026-02-06 17:12:00,CUST04164,account,opened,
2026-01-16 09:00:00,CUST04170,account,opened,
2026-02-20 18:00:00,CUST04170,loan,applied,7650
2026-02-23 23:00:00,CUST04170,loan,approved,7650
2026-01-13 17:27:00,CUST04177,account,opened,
2026-02-02 20:27:00,CUST04177,card,opened,
2026-01-27 13:48:00,CUST04179,account,opened,
2026-01-10 06:46:00,CUST04189,account,opened,
2026-01-29 15:46:00,CUST04189,card,opened,
2026-01-30 06:00:00,CUST04190,account,opened,
2025-10-30 11:25:00,CUST04193,account,opened,
2025-11-30 10:00:00,CUST04201,account,opened,
2025-12-01 12:00:00,CUST04201,card,opened,
2026-01-01 18:00:00,CUST04201,loan,applied,49053
2025-11-29 03:00:00,CUST04203,account,opened,
2025-11-09 07:39:00,CUST04206,account,opened,
2025-11-29 09:39:00,CUST04206,card,opened,
2026-01-25 00:00:00,CUST04209,account,opened,
2026-01-31 02:00:00,CUST04209,card,opened,
2025-11-27 10:00:00,CUST04211,account,opened,
2026-01-09 14:46:00,CUST04229,account,opened,
2026-01-24 23:46:00,CUST04229,card,opened,
2026-01-29 01:00:00,CUST04232,account,opened,
2025-11-07 06:06:00,CUST04238,account,opened,
2025-11-19 06:06:00,CUST04238,card,opened,
2025-11-29 03:32:00,CUST04257,account,opened,
2025-12-02 09:32:00,CUST04257,card,opened,
2026-01-15 05:32:00,CUST04257,loan,applied,7578
2026-01-20 08:32:00,CUST04257,loan,approved,7578
2025-11-20 03:00:00,CUST04262,account,opened,
2025-12-03 04:00:00,CUST04262,card,opened,
2026-02-04 23:12:00,CUST04274,account,opened,
2025-12-30 06:00:00,CUST04279,account,opened,
2026-01-10 11:00:00,CUST04279,card,opened,
2026-02-11 04:19:00,CUST04280,account,opened,
2026-02-17 04:19:00,CUST04280,card,opened,
2025-11-20 13:14:00,CUST04281,account,opened,
2025-12-04 20:14:00,CUST04281,card,opened,
2026-02-06 10:31:00,CUST04282,account,opened,
2026-02-11 20:31:00,CUST04282,card,opened,
2026-03-01 10:31:00,CUST04282,loan,applied,40721
2026-03-05 13:31:00,CUST04282,loan,approved,40721
2026-03-08 03:09:00,CUST04292,account,opened,
2026-01-07 20:00:00,CUST04299,account,opened,
2026-02-02 03:00:00,CUST04301,account,opened,
2025-11-11 23:45:00,CUST04303,account,opened,
2026-01-14 21:54:00,CUST04304,account,opened,
2025-11-23 11:24:00,CUST04310,account,opened,
2025-12-05 17:24:00,CUST04310,card,opened,
2025-11-30 01:36:00,CUST04316,account,opened,
2025-12-03 02:36:00,CUST04316,card,opened,
2026-01-21 14:21:00,CUST04328,account,opened,
2026-01-27 10:54:00,CUST04334,account,opened,
2026-02-03 15:54:00,CUST04334,card,opened,
2026-02-19 20:54:00,CUST04334,mortgage,applied,213928
2025-12-14 07:29:00,CUST04335,account,opened,
2025-12-31 17:29:00,CUST04335,card,opened,
2025-12-07 12:08:00,CUST04342,account,opened,
2026-01-14 17:42:00,CUST04349,account,opened,
2025-12-21 16:48:00,CUST04351,account,opened,
2026-01-20 22:48:00,CUST04351,loan,applied,14097
2026-01-24 23:48:00,CUST04351,loan,approved,14097
2026-02-26 18:26:00,CUST04354,account,opened,
2026-02-28 04:26:00,CUST04354,card,opened,
2025-12-11 05:29:00,CUST04361,account,opened,
2025-12-12 08:29:00,CUST04361,card,opened,
2026-02-12 09:03:00,CUST04371,account,opened,
2026-01-02 02:00:00,CUST04376,account,opened,
2026-01-15 12:00:00,CUST04376,card,opened,
2026-01-02 11:00:00,CUST04390,account,opened,
2026-01-03 17:00:00,CUST04390,card,opened,
2026-01-02 19:09:00,CUST04392,account,opened,
2025-12-07 08:28:00,CUST04395,account,opened,
2026-02-12 11:28:00,CUST04395,mortgage,applied,236576
2025-12-31 07:05:00,CUST04396,account,opened,
2026-01-18 11:00:00,CUST04412,account,opened,
2026-01-19 12:00:00,CUST04412,card,opened,
2025-12-03 20:42:00,CUST04414,account,opened,
2025-12-10 23:42:00,CUST04414,card,opened,
2026-01-05 16:29:00,CUST04424,account,opened,
2026-04-01 18:29:00,CUST04424,mortgage,applied,201970
2026-04-13 19:29:00,CUST04424,mortgage,approved,201970
2025-12-14 18:20:00,CUST04426,account,opened,
2025-11-21 13:33:00,CUST04432,account,opened,
2025-12-02 20:33:00,CUST04432,loan,applied,9096
2026-02-18 21:26:00,CUST04443,account,opened,
2026-03-11 06:26:00,CUST04443,card,opened,
2025-11-03 09:10:00,CUST04446,account,opened,
2025-11-12 19:10:00,CUST04446,card,opened,
2025-11-30 11:00:00,CUST04455,account,opened,
2025-12-11 17:00:00,CUST04455,card,opened,
2026-02-03 12:00:00,CUST04466,account,opened,
2026-01-29 17:59:00,CUST04472,account,opened,
2026-02-04 18:59:00,CUST04472,card,opened,
2025-10-26 23:56:00,CUST04478,account,opened,
2025-11-15 08:56:00,CUST04478,card,opened,
2025-11-14 18:09:00,CUST04488,account,opened,
2025-12-31 09:20:00,CUST04500,account,opened,
2025-11-24 09:00:00,CUST04502,account,opened,
2025-11-30 17:00:00,CUST04502,card,opened,
2025-11-16 18:03:00,CUST04506,account,opened,
2025-12-03 18:03:00,CUST04506,card,opened,
2025-11-25 01:46:00,CUST04513,account,opened,
2025-12-04 09:46:00,CUST04513,card,opened,
2025-11-07 12:00:00,CUST04517,account,opened,
2025-11-18 21:00:00,CUST04517,card,opened,
2026-01-05 00:43:00,CUST04529,account,opened,
2026-05-04 07:43:00,CUST04529,mortgage,applied,148494
2026-01-31 11:40:00,CUST04535,account,opened,
2026-03-06 07:46:00,CUST04541,account,opened,
2025-11-10 00:43:00,CUST04552,account,opened,
2026-01-08 14:04:00,CUST04553,account,opened,
2025-11-27 09:07:00,CUST04554,account,opened,
2025-12-12 20:40:00,CUST04559,account,opened,
2025-12-15 11:00:00,CUST04569,account,opened,
2026-01-17 09:00:00,CUST04570,account,opened,
2026-02-23 11:00:00,CUST04570,mortgage,applied,184119
2026-01-23 07:51:00,CUST04581,account,opened,
2026-01-30 08:51:00,CUST04581,card,opened,
2025-11-24 23:54:00,CUST04585,account,opened,
2026-02-02 21:58:00,CUST04587,account,opened,
2026-02-17 03:58:00,CUST04587,card,opened,
2026-03-11 00:58:00,CUST04587,loan,applied,6966
2026-03-21 02:58:00,CUST04587,loan,approved,6966
2025-12-11 17:49:00,CUST04588,account,opened,
2025-12-12 23:49:00,CUST04588,card,opened,
2026-02-10 23:41:00,CUST04594,account,opened,
2026-01-08 04:08:00,CUST04596,account,opened,
2026-01-18 07:08:00,CUST04596,card,opened,
2026-03-03 11:04:00,CUST04603,account,opened,
2025-11-29 12:37:00,CUST04604,account,opened,
2025-12-12 14:37:00,CUST04604,loan,applied,19625
2025-12-18 19:37:00,CUST04604,loan,approved,19625
2026-02-24 05:00:00,CUST04607,account,opened,
2026-02-24 10:00:00,CUST04607,card,opened,
2026-01-11 00:00:00,CUST04628,account,opened,
2026-01-03 15:07:00,CUST04644,account,opened,
2026-01-15 10:00:00,CUST04646,account,opened,
2025-12-26 12:53:00,CUST04654,account,opened,
2025-11-18 00:16:00,CUST04660,account,opened,
2025-11-26 01:16:00,CUST04660,card,opened,
2026-01-15 15:40:00,CUST04664,account,opened,
2026-01-15 16:40:00,CUST04664,card,opened,
2026-02-01 07:18:00,CUST04676,account,opened,
2026-02-15 07:18:00,CUST04676,card,opened,
2026-01-20 12:00:00,CUST04677,account,opened,
2026-02-25 03:54:00,CUST04678,account,opened,
2025-12-24 16:10:00,CUST04685,account,opened,
2025-12-25 19:10:00,CUST04685,card,opened,
2025-12-12 10:23:00,CUST04686,account,opened,
2025-12-23 13:23:00,CUST04686,card,opened,
2025-11-17 20:36:00,CUST04687,account,opened,
2025-11-24 03:00:00,CUST04688,account,opened,
2026-01-22 00:17:00,CUST04696,account,opened,
2026-01-22 05:17:00,CUST04696,card,opened,
2026-02-15 07:17:00,CUST04696,loan,applied,15792
2026-02-18 07:17:00,CUST04696,loan,approved,15792
2025-12-18 16:42:00,CUST04700,account,opened,
2026-01-31 08:00:00,CUST04710,account,opened,
2026-02-15 08:00:00,CUST04710,card,opened,
2026-02-26 21:54:00,CUST04711,account,opened,
2026-03-04 06:54:00,CUST04711,card,opened,
2025-11-13 12:00:00,CUST04712,account,opened,
2026-01-11 18:00:00,CUST04712,loan,applied,12875
2026-01-17 21:00:00,CUST04712,loan,approved,12875
2025-11-24 11:23:00,CUST04713,account,opened,
2025-12-03 07:51:00,CUST04714,account,opened,
2025-12-22 11:51:00,CUST04714,card,opened,
2026-01-09 13:00:00,CUST04716,account,opened,
2025-11-15 10:09:00,CUST04723,account,opened,
2025-12-03 14:09:00,CUST04723,card,opened,
2025-12-16 00:21:00,CUST04741,account,opened,
2025-12-21 04:21:00,CUST04741,card,opened,
2026-02-15 02:21:00,CUST04741,mortgage,applied,426853
2025-11-22 16:01:00,CUST04753,account,opened,
2025-12-05 01:01:00,CUST04753,card,opened,
2026-01-19 10:48:00,CUST04757,account,opened,
2026-02-01 10:48:00,CUST04757,card,opened,
2026-02-18 19:18:00,CUST04760,account,opened,
2026-03-01 20:18:00,CUST04760,card,opened,
2025-12-26 01:50:00,CUST04762,account,opened,
2025-11-06 00:00:00,CUST04768,account,opened,
2025-11-09 07:00:00,CUST04768,card,opened,
2026-02-08 08:18:00,CUST04783,account,opened,
2026-02-15 18:18:00,CUST04783,card,opened,
2025-12-12 01:00:00,CUST04786,account,opened,
2025-12-16 05:00:00,CUST04786,card,opened,
2025-12-22 16:05:00,CUST04787,account,opened,
2026-03-11 07:00:00,CUST04797,account,opened,
2026-04-28 07:00:00,CUST04797,loan,applied,5803
2026-03-05 12:54:00,CUST04803,account,opened,
2026-01-27 21:09:00,CUST04804,account,opened,
2026-02-24 05:06:00,CUST04807,account,opened,
2026-03-14 05:06:00,CUST04807,loan,applied,6734
2025-11-17 01:00:00,CUST04816,account,opened,
2026-02-26 08:00:00,CUST04822,account,opened,
2026-03-06 17:00:00,CUST04822,card,opened,
2026-01-31 19:54:00,CUST04824,account,opened,
2026-01-19 08:00:00,CUST04825,account,opened,
2026-02-12 15:04:00,CUST04829,account,opened,
2026-04-07 01:04:00,CUST04829,loan,applied,19256
2025-12-21 20:25:00,CUST04840,account,opened,
2025-11-17 07:38:00,CUST04854,account,opened,
2025-12-04 04:53:00,CUST04855,account,opened,
2026-01-17 14:41:00,CUST04859,account,opened,
2025-12-03 07:00:00,CUST04871,account,opened,
2025-12-03 13:00:00,CUST04871,card,opened,
2026-02-07 08:00:00,CUST04874,account,opened,
2026-04-06 13:00:00,CUST04874,loan,applied,16181
2026-04-10 14:00:00,CUST04874,loan,approved,16181
2026-02-12 19:29:00,CUST04876,account,opened,
2025-12-29 01:12:00,CUST04880,account,opened,
2026-01-06 07:12:00,CUST04880,card,opened,
2025-11-23 06:18:00,CUST04891,account,opened,
2025-12-10 02:44:00,CUST04897,account,opened,
2026-01-08 12:44:00,CUST04897,loan,applied,6652
2026-01-09 18:44:00,CUST04897,loan,approved,6652
2026-01-24 22:26:00,CUST04910,account,opened,
2026-01-30 01:26:00,CUST04910,card,opened,
2025-12-12 07:53:00,CUST04919,account,opened,
2025-12-30 11:53:00,CUST04919,loan,applied,21180
2026-02-02 15:42:00,CUST04922,account,opened,
2026-02-12 12:54:00,CUST04927,account,opened,
2026-02-18 01:00:00,CUST04951,account,opened,
2025-11-10 04:00:00,CUST04964,account,opened,
2025-11-13 13:00:00,CUST04964,card,opened,
2026-02-02 11:00:00,CUST04964,mortgage,applied,180338
2026-02-17 17:00:00,CUST04964,mortgage,approved,180338
2026-01-07 12:00:00,CUST04965,account,opened,
2026-02-27 07:20:00,CUST04970,account,opened,
2026-03-06 17:20:00,CUST04970,card,opened,
2025-12-17 20:57:00,CUST04993,account,opened,
2025-12-24 04:57:00,CUST04993,card,opened,
2026-01-11 10:50:00,CUST04997,account,opened,
2026-02-27 19:20:00,CUST05008,account,opened,
2026-02-21 08:42:00,CUST05014,account,opened,
2026-03-01 13:42:00,CUST05014,card,opened,
2025-11-09 16:19:00,CUST05018,account,opened,
2025-11-26 19:19:00,CUST05018,card,opened,
2026-01-27 17:40:00,CUST05024,account,opened,
2026-02-12 01:40:00,CUST05024,card,opened,
2025-11-04 09:26:00,CUST05029,account,opened,
2026-01-12 01:00:00,CUST05033,account,opened,
2026-01-22 01:48:00,CUST05035,account,opened,
2026-02-08 09:48:00,CUST05035,card,opened,
2025-11-02 01:56:00,CUST05038,account,opened,
2026-03-06 11:17:00,CUST05047,account,opened,
2026-02-15 12:10:00,CUST05052,account,opened,
2026-02-18 22:10:00,CUST05052,card,opened,
2025-12-22 01:00:00,CUST05056,account,opened,
2026-01-04 08:00:00,CUST05056,card,opened,
2025-11-10 00:00:00,CUST05062,account,opened,
2025-12-25 04:00:00,CUST05066,account,opened,
2025-11-25 23:59:00,CUST05081,account,opened,
2026-01-14 01:00:00,CUST05086,account,opened,
2026-01-28 04:00:00,CUST05086,card,opened,
2026-02-02 00:02:00,CUST05087,account,opened,
2026-02-13 05:02:00,CUST05087,card,opened,
2025-10-29 09:07:00,CUST05091,account,opened,
2025-11-14 06:08:00,CUST05093,account,opened,
2025-12-03 11:01:00,CUST05096,account,opened,
2025-10-24 05:00:00,CUST05099,account,opened,
2025-11-10 06:00:00,CUST05099,card,opened,
2026-01-16 01:00:00,CUST05103,account,opened,
2026-02-14 01:57:00,CUST05108,account,opened,
2026-02-16 16:16:00,CUST05112,account,opened,
2026-01-06 02:10:00,CUST05113,account,opened,
2025-11-13 05:27:00,CUST05121,account,opened,
2026-01-15 11:00:00,CUST05123,account,opened,
2026-01-29 21:00:00,CUST05123,card,opened,
2026-02-05 16:54:00,CUST05128,account,opened,
2026-02-12 18:54:00,CUST05128,card,opened,
2025-12-28 13:08:00,CUST05131,account,opened,
2025-12-01 21:41:00,CUST05132,account,opened,
2025-12-17 21:41:00,CUST05132,card,opened,
2025-12-23 05:41:00,CUST05132,loan,applied,22063
2025-11-21 13:12:00,CUST05137,account,opened,
2025-11-30 13:12:00,CUST05137,card,opened,
2025-11-28 15:59:00,CUST05142,account,opened,
2025-10-29 02:46:00,CUST05145,account,opened,
2026-01-29 12:00:00,CUST05146,account,opened,
2026-03-04 18:00:00,CUST05146,loan,applied,18888
2026-03-10 00:00:00,CUST05146,loan,approved,18888
2025-12-11 10:00:00,CUST05148,account,opened,
2025-12-14 17:00:00,CUST05148,card,opened,
2025-12-25 03:57:00,CUST05149,account,opened,
2026-01-27 05:25:00,CUST05160,account,opened,
2026-01-29 07:37:00,CUST05164,account,opened,
2026-02-01 14:37:00,CUST05164,card,opened,
2025-11-28 02:00:00,CUST05170,account,opened,
2025-11-03 05:00:00,CUST05172,account,opened,
2025-12-19 23:10:00,CUST05173,account,opened,
2026-02-03 07:10:00,CUST05173,loan,applied,21751
2026-02-08 12:10:00,CUST05173,loan,approved,21751
2025-12-19 08:47:00,CUST05177,account,opened,
2026-01-12 13:47:00,CUST05177,mortgage,applied,201899
2026-01-22 17:47:00,CUST05177,mortgage,approved,201899
2025-12-14 23:49:00,CUST05178,account,opened,
2025-12-18 09:00:00,CUST05180,account,opened,
2025-12-18 16:00:00,CUST05180,card,opened,
2025-11-13 15:51:00,CUST05184,account,opened,
2026-03-04 12:38:00,CUST05185,account,opened,
2026-03-15 15:38:00,CUST05185,card,opened,
2026-03-27 21:38:00,CUST05185,mortgage,applied,477047
2026-04-08 03:38:00,CUST05185,mortgage,approved,477047
2025-12-23 04:00:00,CUST05193,account,opened,
2026-01-07 08:00:00,CUST05193,card,opened,
2025-12-09 12:51:00,CUST05195,account,opened,
2026-02-24 15:51:00,CUST05195,mortgage,applied,191354
2025-12-20 21:30:00,CUST05199,account,opened,
2026-01-02 03:30:00,CUST05199,card,opened,
2026-01-23 07:30:00,CUST05199,loan,applied,10816
2026-01-26 11:30:00,CUST05199,loan,approved,10816
2025-12-12 04:37:00,CUST05207,account,opened,
2025-12-12 06:37:00,CUST05207,card,opened,
2025-11-08 06:36:00,CUST05212,account,opened,
2025-11-20 12:36:00,CUST05212,card,opened,
2025-11-21 19:46:00,CUST05219,account,opened,
2026-01-17 00:00:00,CUST05221,account,opened,
2025-12-23 18:58:00,CUST05233,account,opened,
2026-01-13 23:50:00,CUST05234,account,opened,
2026-02-05 16:38:00,CUST05237,account,opened,
2026-02-12 18:38:00,CUST05237,card,opened,
2025-12-02 11:00:00,CUST05248,account,opened,
2025-11-17 10:07:00,CUST05252,account,opened,
2025-12-05 08:33:00,CUST05258,account,opened,
2025-12-25 05:24:00,CUST05264,account,opened,
2025-11-10 06:06:00,CUST05269,account,opened,
2025-11-26 09:55:00,CUST05272,account,opened,
2025-12-10 09:55:00,CUST05272,card,opened,
2025-12-14 01:04:00,CUST05273,account,opened,
2025-12-17 01:04:00,CUST05273,card,opened,
2026-01-06 03:04:00,CUST05273,loan,applied,23038
2026-01-10 04:04:00,CUST05273,loan,approved,23038
2025-11-26 01:44:00,CUST05279,account,opened,
2025-11-23 02:46:00,CUST05280,account,opened,
2025-12-08 09:46:00,CUST05280,card,opened,
2025-11-02 12:15:00,CUST05281,account,opened,
2025-12-22 21:57:00,CUST05283,account,opened,
2026-01-09 21:57:00,CUST05283,card,opened,
2025-11-30 05:00:00,CUST05294,account,opened,
2025-12-05 13:00:00,CUST05294,card,opened,
2025-12-31 12:35:00,CUST05300,account,opened,
2025-12-14 00:35:00,CUST05308,account,opened,
2025-12-19 05:35:00,CUST05308,card,opened,
2026-02-12 04:11:00,CUST05314,account,opened,
2026-04-05 06:11:00,CUST05314,loan,applied,16496
2026-04-11 06:11:00,CUST05314,loan,approved,16496
2026-01-15 07:51:00,CUST05319,account,opened,
2026-01-28 07:51:00,CUST05319,card,opened,
2026-02-13 17:26:00,CUST05324,account,opened,
2026-02-22 22:26:00,CUST05324,card,opened,
2026-03-15 03:26:00,CUST05324,loan,applied,22454
2026-03-19 03:26:00,CUST05324,loan,approved,22454
2026-01-24 13:08:00,CUST05330,account,opened,
2026-02-13 13:16:00,CUST05339,account,opened,
2026-02-15 16:16:00,CUST05339,card,opened,
2026-02-27 13:16:00,CUST05339,loan,applied,10988
2026-03-09 13:16:00,CUST05339,loan,approved,10988
2026-02-23 23:27:00,CUST05342,account,opened,
2025-12-16 12:55:00,CUST05345,account,opened,
2025-12-24 18:55:00,CUST05345,card,opened,
2025-11-21 07:00:00,CUST05347,account,opened,
2025-11-24 08:36:00,CUST05354,account,opened,
2026-02-04 09:00:00,CUST05356,account,opened,
2025-11-08 07:00:00,CUST05357,account,opened,
2026-02-03 00:03:00,CUST05359,account,opened,
2026-02-15 05:03:00,CUST05359,card,opened,
2026-02-18 13:19:00,CUST05366,account,opened,
2026-02-21 19:19:00,CUST05366,card,opened,
2025-12-04 01:13:00,CUST05373,account,opened,
2026-03-02 22:36:00,CUST05377,account,opened,
2026-01-18 03:00:00,CUST05383,account,opened,
2026-02-14 03:00:00,CUST05383,loan,applied,23233
2026-02-15 07:00:00,CUST05383,loan,approved,23233
2026-02-14 19:33:00,CUST05391,account,opened,
2025-12-02 03:00:00,CUST05398,account,opened,
2025-12-06 07:00:00,CUST05398,card,opened,
2026-01-01 18:26:00,CUST05399,account,opened,
2026-01-06 18:26:00,CUST05399,card,opened,
2025-11-11 20:39:00,CUST05424,account,opened,
2025-12-25 21:22:00,CUST05436,account,opened,
2025-11-11 00:00:00,CUST05441,account,opened,
2025-11-21 00:00:00,CUST05442,account,opened,
2025-12-16 11:05:00,CUST05451,account,opened,
2026-02-23 06:42:00,CUST05453,account,opened,
2026-01-10 13:29:00,CUST05467,account,opened,
2026-01-26 21:29:00,CUST05467,card,opened,
2025-11-22 02:19:00,CUST05476,account,opened,
2025-12-02 09:19:00,CUST05476,card,opened,
2025-11-10 08:00:00,CUST05478,account,opened,
2025-12-04 11:30:00,CUST05492,account,opened,
2025-12-24 16:30:00,CUST05492,card,opened,
2025-12-14 07:06:00,CUST05494,account,opened,
2026-01-01 15:06:00,CUST05494,card,opened,
2025-11-13 07:55:00,CUST05496,account,opened,
2025-11-17 17:55:00,CUST05496,card,opened,
2025-11-09 08:00:00,CUST05504,account,opened,
2025-11-16 14:00:00,CUST05504,card,opened,
2025-11-26 21:35:00,CUST05506,account,opened,
2026-01-06 08:03:00,CUST05508,account,opened,
2026-01-29 18:01:00,CUST05510,account,opened,
2025-10-28 06:00:00,CUST05511,account,opened,
2025-11-15 10:00:00,CUST05511,card,opened,
2025-11-22 15:00:00,CUST05511,loan,applied,23848
2025-11-25 17:00:00,CUST05511,loan,approved,23848
2025-11-17 22:52:00,CUST05514,account,opened,
2025-12-20 07:00:00,CUST05516,account,opened,
2025-11-11 10:00:00,CUST05519,account,opened,
2025-11-22 11:00:00,CUST05519,card,opened,
2025-12-19 11:00:00,CUST05523,account,opened,
2025-12-25 12:00:00,CUST05523,card,opened,
2025-12-03 10:00:00,CUST05528,account,opened,
2025-12-10 10:00:00,CUST05528,card,opened,
2025-11-20 06:00:00,CUST05529,account,opened,
2025-11-26 23:57:00,CUST05535,account,opened,
2026-03-05 11:07:00,CUST05536,account,opened,
2026-03-11 20:07:00,CUST05536,card,opened,
2025-12-08 13:04:00,CUST05546,account,opened,
2025-12-23 09:44:00,CUST05550,account,opened,
2026-01-11 18:44:00,CUST05550,card,opened,
2026-02-16 06:49:00,CUST05556,account,opened,
2026-03-01 13:29:00,CUST05558,account,opened,
2026-02-02 05:00:00,CUST05564,account,opened,
2026-02-16 11:00:00,CUST05564,card,opened,
2026-02-18 11:00:00,CUST05564,loan,applied,6477
2026-02-23 15:00:00,CUST05564,loan,approved,6477
2026-02-23 07:32:00,CUST05569,account,opened,
2026-03-12 16:32:00,CUST05569,card,opened,
2026-04-07 10:32:00,CUST05569,loan,applied,13168
2026-04-16 14:32:00,CUST05569,loan,approved,13168
2026-01-30 05:00:00,CUST05573,account,opened,
2026-02-15 10:00:00,CUST05573,card,opened,
2026-01-11 00:00:00,CUST05578,account,opened,
2026-01-15 03:05:00,CUST05584,account,opened,
2026-01-29 13:05:00,CUST05584,loan,applied,4352
2026-02-06 16:05:00,CUST05584,loan,approved,4352
2025-12-04 15:08:00,CUST05586,account,opened,
2025-12-12 17:08:00,CUST05586,card,opened,
2026-01-22 04:00:00,CUST05588,account,opened,
2026-01-25 05:00:00,CUST05588,card,opened,
2025-11-22 00:00:00,CUST05597,account,opened,
2025-12-01 06:00:00,CUST05597,card,opened,
2026-02-24 11:42:00,CUST05601,account,opened,
2025-11-08 04:06:00,CUST05609,account,opened,
2026-01-07 14:06:00,CUST05609,loan,applied,24174
2026-01-09 12:00:00,CUST05617,account,opened,
2025-11-28 01:00:00,CUST05621,account,opened,
2025-12-18 01:00:00,CUST05621,card,opened,
2026-01-24 00:31:00,CUST05622,account,opened,
2025-12-02 03:59:00,CUST05623,account,opened,
2025-12-14 11:59:00,CUST05623,card,opened,
2026-01-06 02:36:00,CUST05645,account,opened,
2026-01-18 02:36:00,CUST05645,card,opened,
2026-01-16 08:36:00,CUST05645,loan,applied,15139
2026-01-24 11:36:00,CUST05645,loan,approved,15139
2025-11-01 10:00:00,CUST05652,account,opened,
2025-11-16 17:00:00,CUST05652,card,opened,
2025-11-19 18:00:00,CUST05652,loan,applied,17308
2025-11-23 00:00:00,CUST05652,loan,approved,17308
2025-11-27 03:00:00,CUST05658,account,opened,
2025-12-02 09:00:00,CUST05658,card,opened,
2026-02-15 02:00:00,CUST05660,account,opened,
2026-02-19 02:00:00,CUST05660,card,opened,
2025-10-31 08:00:00,CUST05661,account,opened,
2025-11-10 17:00:00,CUST05661,card,opened,
2025-11-26 02:59:00,CUST05666,account,opened,
2026-02-12 22:42:00,CUST05669,account,opened,
2026-02-28 06:42:00,CUST05669,card,opened,
2025-12-06 01:00:00,CUST05680,account,opened,
2025-12-06 10:00:00,CUST05680,card,opened,
2025-12-25 05:00:00,CUST05680,loan,applied,47103
2026-01-04 10:00:00,CUST05680,loan,approved,47103
2025-12-10 12:00:00,CUST05682,account,opened,
2026-01-17 12:00:00,CUST05684,account,opened,
2025-11-15 04:43:00,CUST05704,account,opened,
2026-01-18 12:43:00,CUST05705,account,opened,
2025-12-22 00:32:00,CUST05716,account,opened,
2026-02-07 02:32:00,CUST05716,loan,applied,15806
2026-03-07 11:09:00,CUST05723,account,opened,
2026-03-27 12:09:00,CUST05723,card,opened,
2025-11-28 14:01:00,CUST05730,account,opened,
2026-03-02 11:00:00,CUST05732,account,opened,
2025-11-03 02:00:00,CUST05733,account,opened,
2026-01-28 04:59:00,CUST05734,account,opened,
2026-01-30 11:59:00,CUST05734,card,opened,
2025-11-08 17:06:00,CUST05738,account,opened,
2025-11-19 22:06:00,CUST05738,card,opened,
2025-11-26 03:00:00,CUST05748,account,opened,
2025-12-08 12:00:00,CUST05748,card,opened,
2026-03-01 03:00:00,CUST05752,account,opened,
2026-03-06 08:00:00,CUST05752,card,opened,
2025-12-03 08:00:00,CUST05754,account,opened,
2025-11-25 18:34:00,CUST05756,account,opened,
2026-01-23 17:59:00,CUST05758,account,opened,
2026-02-07 00:59:00,CUST05758,card,opened,
2026-01-11 10:00:00,CUST05767,account,opened,
2026-03-06 23:08:00,CUST05769,account,opened,
2026-03-11 09:08:00,CUST05769,card,opened,
2026-02-14 18:28:00,CUST05771,account,opened,
2026-02-25 01:28:00,CUST05771,card,opened,
2026-02-10 08:00:00,CUST05778,account,opened,
2026-02-13 10:00:00,CUST05778,card,opened,
2025-12-24 23:25:00,CUST05780,account,opened,
2026-01-04 06:25:00,CUST05780,card,opened,
2026-01-22 13:44:00,CUST05782,account,opened,
2025-11-18 01:55:00,CUST05794,account,opened,
2025-11-12 10:40:00,CUST05798,account,opened,
2025-12-15 14:25:00,CUST05800,account,opened,
2026-01-16 19:25:00,CUST05800,loan,applied,9295
2025-10-28 09:00:00,CUST05804,account,opened,
2025-11-21 13:00:00,CUST05804,loan,applied,2510
