customer_id,created_date,age_band,residency,segment
CUST02762,2026-01-19,46-60,AD,mass
CUST02763,2025-12-13,46-60,FR,mass
CUST02764,2025-10-21,18-25,AD,affluent
CUST02765,2025-10-28,26-35,AD,mass
CUST02766,2025-12-15,46-60,FR,mass
CUST02767,2025-12-28,46-60,ES,mass
CUST02768,2025-11-10,36-45,ES,affluent
CUST02769,2025-11-01,26-35,ES,affluent
CUST02770,2025-11-22,36-45,ES,affluent
CUST02771,2026-01-26,36-45,ES,mass
CUST02772,2025-10-15,18-25,FR,mass
CUST02773,2025-11-15,26-35,AD,affluent
CUST02774,2025-12-10,26-35,FR,mass
CUST02775,2025-12-15,60+,ES,affluent
CUST02776,2025-12-23,26-35,ES,mass
CUST02777,2026-01-07,36-45,AD,mass
CUST02778,2025-11-07,18-25,ES,mass
CUST02779,2025-12-19,46-60,AD,mass
CUST02780,2025-11-21,26-35,AD,mass
CUST02781,2025-12-01,46-60,AD,mass
CUST02782,2025-10-28,36-45,ES,mass
CUST02783,2025-11-20,36-45,ES,mass
CUST02784,2025-11-22,18-25,ES,mass
CUST02785,2025-12-10,18-25,FR,affluent
CUST02786,2025-12-13,60+,AD,mass
CUST02787,2025-11-04,26-35,FR,mass
CUST02788,2025-11-28,60+,AD,mass
CUST02789,2025-11-06,36-45,AD,mass
CUST02790,2025-11-27,36-45,FR,mass
CUST02791,2026-01-23,46-60,AD,mass
CUST02792,2026-02-09,46-60,AD,affluent
CUST02793,2025-12-31,36-45,ES,affluent
CUST02794,2026-01-22,36-45,AD,mass
CUST02795,2025-12-29,60+,AD,mass
CUST02796,2025-12-05,18-25,AD,mass
CUST02797,2025-11-13,18-25,AD,affluent
CUST02798,2025-12-14,26-35,AD,mass
CUST02799,2026-02-09,46-60,AD,affluent
CUST02800,2025-11-06,46-60,AD,affluent
CUST02801,2026-02-10,18-25,ES,mass
CUST02802,2026-01-31,46-60,AD,mass
CUST02803,2026-01-03,46-60,FR,mass
CUST02804,2026-01-12,36-45,AD,mass
CUST02805,2025-12-25,26-35,AD,mass
CUST02806,2025-11-20,26-35,ES,mass
CUST02807,2025-12-21,46-60,AD,mass
CUST02808,2026-01-03,60+,AD,mass
CUST02809,2025-11-01,60+,AD,mass
CUST02810,2025-12-23,46-60,AD,mass
CUST02811,2026-02-08,46-60,AD,mass
CUST02812,2025-11-10,36-45,AD,mass
CUST02813,2026-01-02,60+,FR,mass
CUST02814,2025-12-10,26-35,AD,mass
CUST02815,2025-10-25,18-25,AD,mass
CUST02816,2025-12-17,26-35,ES,mass
CUST02817,2025-11-12,46-60,AD,affluent
CUST02818,2025-12-03,46-60,AD,affluent
CUST02819,2025-11-20,18-25,ES,affluent
CUST02820,2026-02-11,36-45,AD,mass
CUST02821,2025-12-23,46-60,AD,mass
CUST02822,2026-02-09,60+,ES,mass
CUST02823,2025-12-07,26-35,AD,mass
CUST02824,2025-11-01,26-35,ES,mass
CUST02825,2026-01-19,46-60,FR,mass
CUST02826,2025-10-24,46-60,ES,mass
CUST02827,2026-01-29,46-60,AD,affluent
CUST02828,2025-12-07,36-45,ES,mass
CUST02829,2025-12-24,36-45,AD,mass
CUST02830,2025-10-28,18-25,AD,mass
CUST02831,2025-12-09,36-45,ES,affluent
CUST02832,2025-11-13,18-25,AD,mass
CUST02833,2026-01-26,26-35,ES,mass
CUST02834,2026-01-10,46-60,ES,mass
CUST02835,2026-01-21,26-35,AD,mass
CUST02836,2025-12-24,18-25,AD,affluent
CUST02837,2026-02-07,26-35,AD,mass
CUST02838,2025-10-22,26-35,AD,mass
CUST02839,2025-12-06,46-60,FR,mass
CUST02840,2025-12-26,18-25,ES,affluent
CUST02841,2025-11-15,46-60,AD,mass
CUST02842,2025-11-07,26-35,AD,mass
CUST02843,2026-02-05,26-35,AD,mass
CUST02844,2025-12-15,36-45,ES,mass
CUST02845,2025-12-23,26-35,ES,mass
CUST02846,2026-02-06,60+,AD,mass
CUST02847,2025-11-30,46-60,AD,mass
CUST02848,2025-12-21,60+,AD,mass
CUST02849,2025-10-28,18-25,FR,mass
CUST02850,2026-01-02,36-45,AD,affluent
CUST02851,2026-01-30,60+,AD,mass
CUST02852,2025-11-10,18-25,ES,mass
CUST02853,2025-10-19,60+,ES,mass
CUST02854,2025-12-12,60+,AD,affluent
CUST02855,2025-11-18,26-35,AD,affluent
CUST02856,2025-10-25,18-25,FR,mass
CUST02857,2025-10-17,46-60,AD,mass
CUST02858,2025-11-10,26-35,ES,mass
CUST02859,2026-01-07,26-35,AD,mass
CUST02860,2025-10-18,60+,ES,mass
CUST02861,2026-01-29,60+,ES,mass
CUST02862,2026-01-19,18-25,ES,mass
CUST02863,2026-02-02,26-35,ES,mass
CUST02864,2025-10-22,46-60,ES,affluent
CUST02865,2026-02-11,46-60,FR,affluent
CUST02866,2025-12-13,26-35,ES,mass
CUST02867,2025-11-17,18-25,AD,mass
CUST02868,2026-02-10,26-35,FR,mass
CUST02869,2026-01-10,60+,AD,mass
CUST02870,2025-12-23,26-35,ES,mass
CUST02871,2025-11-19,26-35,ES,mass
CUST02872,2026-01-26,46-60,AD,mass
CUST02873,2026-01-07,26-35,AD,mass
CUST02874,2025-12-13,18-25,AD,mass
CUST02875,2025-11-29,36-45,ES,mass
CUST02876,2025-10-22,36-45,AD,affluent
CUST02877,2025-12-24,26-35,AD,mass
CUST02878,2026-01-21,46-60,AD,mass
CUST02879,2025-11-13,36-45,AD,mass
CUST02880,2025-10-21,26-35,ES,mass
CUST02881,2025-12-18,46-60,ES,mass
CUST02882,2026-01-14,26-35,FR,affluent
CUST02883,2025-11-16,18-25,ES,affluent
CUST02884,2025-12-23,46-60,ES,mass
CUST02885,2025-10-24,36-45,AD,mass
CUST02886,2025-11-10,26-35,AD,affluent
CUST02887,2025-12-07,18-25,AD,mass
CUST02888,2025-10-18,26-35,ES,mass
CUST02889,2025-12-06,60+,AD,affluent
CUST02890,2025-11-21,36-45,AD,mass
CUST02891,2026-02-11,18-25,ES,mass
CUST02892,2025-11-11,46-60,AD,mass
CUST02893,2025-12-19,46-60,ES,affluent
CUST02894,2025-12-02,46-60,AD,mass
CUST02895,2025-12-02,46-60,ES,affluent
CUST02896,2026-02-11,60+,ES,affluent
CUST02897,2026-01-03,36-45,AD,mass
CUST02898,2026-01-31,46-60,ES,mass
CUST02899,2026-01-07,36-45,AD,mass
CUST02900,2026-01-30,36-45,FR,mass
CUST02901,2026-01-25,46-60,AD,mass
CUST02902,2026-01-18,60+,ES,mass
CUST02903,2026-02-04,26-35,AD,mass
CUST02904,2025-10-24,60+,ES,mass
CUST02905,2025-12-11,46-60,AD,affluent
CUST02906,2025-10-31,60+,AD,affluent
CUST02907,2026-01-09,36-45,AD,mass
CUST02908,2025-11-20,26-35,AD,mass
CUST02909,2025-12-18,60+,ES,mass
CUST02910,2026-01-21,26-35,AD,mass
CUST02911,2025-11-05,18-25,AD,mass
CUST02912,2026-02-11,36-45,AD,affluent
CUST02913,2026-01-29,26-35,ES,affluent
CUST02914,2025-10-31,36-45,AD,mass
CUST02915,2025-12-08,26-35,AD,mass
CUST02916,2026-01-14,26-35,AD,affluent
CUST02917,2025-11-27,36-45,ES,affluent
CUST02918,2025-10-20,18-25,FR,affluent
CUST02919,2026-02-08,26-35,AD,affluent
CUST02920,2025-11-21,46-60,ES,mass
CUST02921,2026-01-15,46-60,FR,affluent
CUST02922,2025-10-25,18-25,AD,mass
CUST02923,2026-01-09,36-45,AD,mass
CUST02924,2025-12-19,46-60,AD,mass
CUST02925,2025-11-13,26-35,AD,mass
CUST02926,2026-02-06,36-45,AD,affluent
CUST02927,2025-11-20,26-35,AD,mass
CUST02928,2025-11-02,18-25,FR,affluent
CUST02929,2026-01-16,26-35,AD,mass
CUST02930,2026-01-01,26-35,AD,mass
CUST02931,2025-11-20,26-35,AD,affluent
CUST02932,2025-11-20,60+,AD,mass
CUST02933,2025-10-28,60+,ES,mass
CUST02934,2025-11-10,36-45,AD,mass
CUST02935,2025-12-30,60+,FR,mass
CUST02936,2026-01-25,26-35,AD,affluent
CUST02937,2025-12-01,26-35,FR,mass
CUST02938,2026-01-16,36-45,AD,mass
CUST02939,2026-02-09,18-25,ES,affluent
CUST02940,2025-12-10,60+,AD,mass
CUST02941,2025-11-01,60+,ES,mass
CUST02942,2025-11-29,46-60,ES,mass
CUST02943,2025-10-24,26-35,AD,mass
CUST02944,2026-01-03,46-60,ES,mass
CUST02945,2026-01-11,26-35,FR,mass
CUST02946,2026-02-11,46-60,AD,mass
CUST02947,2025-12-25,46-60,FR,mass
CUST02948,2026-01-04,36-45,AD,mass
CUST02949,2026-02-03,60+,ES,mass
CUST02950,2025-11-03,36-45,AD,mass
CUST02951,2025-10-31,26-35,FR,affluent
CUST02952,2026-02-01,46-60,AD,mass
CUST02953,2025-12-16,36-45,AD,mass
CUST02954,2025-12-07,46-60,ES,mass
CUST02955,2025-11-14,36-45,AD,mass
CUST02956,2025-11-07,46-60,ES,affluent
CUST02957,2026-01-08,36-45,ES,mass
CUST02958,2025-11-29,36-45,AD,mass
CUST02959,2026-02-04,60+,ES,mass
CUST02960,2025-12-11,26-35,ES,mass
CUST02961,2025-12-13,60+,ES,mass
CUST02962,2025-12-04,46-60,ES,mass
CUST02963,2026-01-26,46-60,ES,mass
CUST02964,2025-10-18,26-35,AD,affluent
CUST02965,2026-01-23,26-35,ES,mass
CUST02966,2026-01-09,26-35,AD,mass
CUST02967,2025-12-05,26-35,AD,mass
CUST02968,2025-11-12,26-35,ES,mass
CUST02969,2025-12-06,26-35,FR,mass
CUST02970,2026-01-22,36-45,FR,mass
CUST02971,2025-11-26,18-25,AD,affluent
CUST02972,2025-10-17,46-60,AD,mass
CUST02973,2026-02-08,26-35,ES,mass
CUST02974,2025-10-21,36-45,AD,mass
CUST02975,2025-11-04,46-60,AD,mass
CUST02976,2025-11-21,46-60,FR,mass
CUST02977,2025-11-11,36-45,AD,mass
CUST02978,2026-01-31,18-25,FR,mass
CUST02979,2025-12-04,46-60,AD,mass
CUST02980,2025-10-18,26-35,ES,mass
CUST02981,2025-11-18,46-60,ES,mass
CUST02982,2025-12-05,18-25,ES,mass
CUST02983,2025-10-25,18-25,AD,mass
CUST02984,2026-01-16,26-35,AD,affluent
CUST02985,2025-12-31,60+,AD,mass
CUST02986,2025-12-04,26-35,ES,mass
CUST02987,2025-11-25,26-35,ES,mass
CUST02988,2025-12-12,26-35,AD,mass
CUST02989,2025-12-14,26-35,AD,mass
CUST02990,2025-12-06,36-45,AD,affluent
CUST02991,2025-12-22,36-45,AD,affluent
CUST02992,2026-01-16,26-35,AD,mass
CUST02993,2025-10-28,36-45,ES,mass
CUST02994,2026-01-21,26-35,AD,mass
CUST02995,2026-01-05,26-35,AD,mass
CUST02996,2025-10-25,18-25,AD,affluent
CUST02997,2025-12-16,36-45,AD,mass
CUST02998,2026-01-30,36-45,ES,mass
CUST02999,2025-11-13,18-25,AD,mass
CUST03000,2026-01-17,26-35,AD,mass
CUST03001,2025-12-26,36-45,FR,mass
CUST03002,2025-11-10,46-60,ES,mass
CUST03003,2025-11-24,60+,AD,mass
CUST03004,2025-12-15,36-45,FR,affluent
CUST03005,2025-10-25,60+,AD,mass
CUST03006,2025-10-31,46-60,AD,mass
CUST03007,2025-11-05,26-35,FR,mass
CUST03008,2026-02-05,26-35,AD,mass
CUST03009,2025-12-16,18-25,FR,mass
CUST03010,2025-10-16,26-35,AD,mass
CUST03011,2026-02-10,60+,AD,mass
CUST03012,2026-02-05,26-35,ES,mass
CUST03013,2025-12-20,46-60,ES,affluent
CUST03014,2025-12-01,36-45,AD,mass
CUST03015,2026-02-11,26-35,ES,affluent
CUST03016,2026-02-10,18-25,AD,affluent
CUST03017,2025-10-16,26-35,AD,mass
CUST03018,2025-10-15,26-35,AD,mass
CUST03019,2025-12-22,36-45,AD,mass
CUST03020,2025-12-30,18-25,AD,mass
CUST03021,2025-11-12,26-35,AD,mass
CUST03022,2025-11-20,46-60,FR,mass
CUST03023,2025-11-23,26-35,ES,affluent
CUST03024,2025-12-25,36-45,ES,mass
CUST03025,2025-11-03,18-25,AD,mass
CUST03026,2025-12-26,18-25,ES,mass
CUST03027,2026-01-21,26-35,ES,affluent
CUST03028,2025-12-31,26-35,ES,affluent
CUST03029,2026-01-08,60+,AD,mass
CUST03030,2025-11-13,60+,AD,mass
CUST03031,2025-11-02,18-25,AD,mass
CUST03032,2025-10-24,60+,AD,mass
CUST03033,2025-12-10,26-35,AD,mass
CUST03034,2026-01-20,18-25,ES,mass
CUST03035,2025-12-03,46-60,AD,affluent
CUST03036,2025-11-24,36-45,FR,affluent
CUST03037,2025-11-05,60+,ES,mass
CUST03038,2026-01-30,26-35,AD,mass
CUST03039,2025-11-16,46-60,ES,mass
CUST03040,2025-11-28,18-25,FR,affluent
CUST03041,2026-01-21,46-60,ES,mass
CUST03042,2025-12-25,46-60,FR,mass
CUST03043,2025-12-01,18-25,ES,mass
CUST03044,2025-12-10,26-35,AD,mass
CUST03045,2025-11-26,18-25,AD,mass
CUST03046,2026-02-09,18-25,AD,mass
CUST03047,2026-01-05,36-45,AD,mass
CUST03048,2025-11-16,26-35,AD,mass
CUST03049,2025-10-18,46-60,FR,affluent
CUST03050,2026-01-03,36-45,AD,mass
CUST03051,2026-01-05,46-60,ES,mass
CUST03052,2025-10-18,36-45,ES,mass
CUST03053,2025-11-06,46-60,AD,mass
CUST03054,2026-01-31,18-25,AD,mass
CUST03055,2025-11-24,18-25,AD,affluent
CUST03056,2025-11-08,36-45,ES,mass
CUST03057,2026-01-09,46-60,AD,mass
CUST03058,2026-02-07,60+,ES,mass
CUST03059,2025-10-16,60+,AD,affluent
CUST03060,2026-01-08,18-25,AD,mass
CUST03061,2025-11-02,46-60,AD,mass
CUST03062,2025-11-19,36-45,ES,mass
CUST03063,2026-01-04,46-60,ES,mass
CUST03064,2025-11-19,36-45,AD,mass
CUST03065,2026-01-30,46-60,ES,mass
CUST03066,2025-10-29,60+,AD,mass
CUST03067,2025-11-24,36-45,FR,mass
CUST03068,2026-01-23,18-25,ES,mass
CUST03069,2026-02-04,46-60,AD,affluent
CUST03070,2026-01-05,60+,FR,mass
CUST03071,2026-01-17,18-25,AD,mass
CUST03072,2025-11-06,26-35,ES,mass
CUST03073,2026-01-29,26-35,FR,mass
CUST03074,2025-11-21,26-35,AD,mass
CUST03075,2025-11-29,36-45,AD,mass
CUST03076,2025-12-11,46-60,ES,mass
CUST03077,2026-01-29,36-45,AD,mass
CUST03078,2026-01-12,26-35,ES,mass
CUST03079,2025-11-20,26-35,ES,mass
CUST03080,2026-01-29,46-60,AD,mass
CUST03081,2025-11-10,26-35,AD,mass
CUST03082,2025-10-29,36-45,ES,mass
CUST03083,2025-12-13,36-45,AD,mass
CUST03084,2025-12-29,60+,AD,mass
CUST03085,2025-11-29,46-60,AD,mass
CUST03086,2025-11-26,26-35,FR,mass
CUST03087,2025-11-29,26-35,AD,mass
CUST03088,2025-10-17,26-35,ES,mass
CUST03089,2026-01-11,26-35,AD,affluent
CUST03090,2025-11-16,46-60,ES,mass
CUST03091,2025-12-05,26-35,FR,affluent
CUST03092,2026-01-20,60+,FR,mass
CUST03093,2025-12-08,46-60,FR,mass
CUST03094,2025-10-18,18-25,AD,mass
CUST03095,2025-12-30,60+,FR,mass
CUST03096,2025-12-26,46-60,AD,mass
CUST03097,2025-10-21,60+,AD,mass
CUST03098,2026-01-25,26-35,AD,mass
CUST03099,2026-01-07,18-25,FR,mass
CUST03100,2025-10-25,26-35,FR,mass
CUST03101,2026-01-15,26-35,ES,affluent
CUST03102,2025-12-01,18-25,AD,mass
CUST03103,2025-12-24,46-60,ES,affluent
CUST03104,2026-01-08,26-35,AD,mass
CUST03105,2026-02-09,18-25,AD,mass
CUST03106,2025-11-01,26-35,AD,mass
CUST03107,2026-01-09,46-60,AD,mass
CUST03108,2025-10-24,26-35,ES,affluent
CUST03109,2025-10-18,26-35,ES,mass
CUST03110,2025-12-01,26-35,AD,mass
CUST03111,2025-12-30,46-60,FR,mass
CUST03112,2025-11-01,36-45,AD,mass
CUST03113,2025-10-26,26-35,ES,mass
CUST03114,2025-11-20,26-35,ES,mass
CUST03115,2025-11-17,60+,AD,mass
CUST03116,2026-01-10,36-45,AD,mass
CUST03117,2025-11-28,46-60,AD,affluent
CUST03118,2026-01-25,46-60,AD,mass
CUST03119,2025-12-18,26-35,AD,mass
CUST03120,2026-01-08,26-35,ES,mass
CUST03121,2025-11-17,46-60,AD,mass
CUST03122,2026-02-08,36-45,AD,mass
CUST03123,2025-11-26,46-60,FR,mass
CUST03124,2025-11-06,60+,AD,mass
CUST03125,2026-01-09,18-25,AD,affluent
CUST03126,2026-01-13,36-45,AD,mass
CUST03127,2026-01-16,46-60,AD,mass
CUST03128,2025-10-20,18-25,AD,mass
CUST03129,2026-02-05,36-45,AD,mass
CUST03130,2026-01-09,26-35,ES,mass
CUST03131,2025-11-06,26-35,AD,mass
CUST03132,2025-11-22,36-45,ES,mass
CUST03133,2025-10-19,36-45,AD,mass
CUST03134,2025-12-22,18-25,ES,mass
CUST03135,2025-12-09,60+,AD,mass
CUST03136,2026-01-02,26-35,ES,affluent
CUST03137,2026-01-16,46-60,ES,mass
CUST03138,2025-11-25,26-35,AD,affluent
CUST03139,2026-01-04,46-60,AD,mass
CUST03140,2026-01-15,18-25,FR,mass
CUST03141,2025-12-08,26-35,AD,mass
CUST03142,2026-01-15,36-45,FR,affluent
CUST03143,2025-12-09,60+,ES,mass
CUST03144,2025-11-22,36-45,AD,mass
CUST03145,2026-01-11,46-60,AD,mass
CUST03146,2026-01-20,60+,AD,mass
CUST03147,2025-11-07,26-35,ES,mass
CUST03148,2026-02-08,26-35,AD,mass
CUST03149,2025-11-10,18-25,AD,mass
CUST03150,2025-11-18,36-45,ES,mass
CUST03151,2025-10-27,26-35,AD,mass
CUST03152,2025-10-23,36-45,ES,mass
CUST03153,2025-12-12,36-45,ES,mass
CUST03154,2025-12-03,36-45,ES,mass
CUST03155,2025-11-24,26-35,AD,mass
CUST03156,2026-01-18,36-45,AD,mass
CUST03157,2025-12-03,26-35,AD,affluent
CUST03158,2025-10-25,36-45,ES,mass
CUST03159,2025-11-10,46-60,AD,mass
CUST03160,2026-01-19,26-35,ES,mass
CUST03161,2026-01-02,36-45,ES,mass
CUST03162,2025-12-07,60+,AD,affluent
CUST03163,2025-12-25,46-60,FR,mass
CUST03164,2025-12-22,18-25,ES,affluent
CUST03165,2025-10-27,26-35,AD,mass
CUST03166,2025-11-21,18-25,AD,mass
CUST03167,2026-01-17,60+,ES,mass
CUST03168,2025-11-11,26-35,ES,mass
CUST03169,2025-11-30,36-45,ES,mass
CUST03170,2026-01-04,46-60,AD,mass
CUST03171,2025-12-04,26-35,AD,mass
CUST03172,2025-11-20,46-60,AD,affluent
CUST03173,2025-11-06,26-35,AD,affluent
CUST03174,2026-01-20,36-45,AD,affluent
CUST03175,2025-12-03,36-45,AD,mass
CUST03176,2025-11-08,36-45,ES,mass
CUST03177,2026-01-02,36-45,AD,mass
CUST03178,2025-12-06,60+,AD,mass
CUST03179,2025-12-26,36-45,ES,affluent
CUST03180,2025-10-17,46-60,FR,mass
CUST03181,2025-12-24,36-45,AD,affluent
CUST03182,2025-12-12,26-35,FR,mass
CUST03183,2026-02-11,46-60,AD,mass
CUST03184,2025-10-23,60+,AD,mass
CUST03185,2025-11-15,46-60,AD,mass
CUST03186,2025-11-06,60+,AD,mass
CUST03187,2025-12-31,46-60,FR,affluent
CUST03188,2025-11-15,36-45,FR,mass
CUST03189,2025-10-19,46-60,AD,mass
CUST03190,2025-12-14,46-60,AD,mass
CUST03191,2025-11-17,60+,AD,mass
CUST03192,2025-12-31,36-45,AD,mass
CUST03193,2025-12-15,46-60,AD,mass
CUST03194,2026-01-29,46-60,ES,mass
CUST03195,2026-01-14,60+,ES,mass
CUST03196,2026-01-23,18-25,AD,mass
CUST03197,2026-01-28,36-45,ES,mass
CUST03198,2025-11-30,26-35,AD,affluent
CUST03199,2026-01-24,36-45,AD,mass
CUST03200,2026-01-11,18-25,FR,mass
CUST03201,2025-11-15,46-60,AD,mass
CUST03202,2025-11-26,46-60,ES,mass
CUST03203,2025-12-30,18-25,AD,mass
CUST03204,2025-10-18,26-35,AD,mass
CUST03205,2025-11-21,26-35,ES,mass
CUST03206,2025-11-23,36-45,AD,mass
CUST03207,2026-01-18,46-60,AD,mass
CUST03208,2026-02-01,26-35,ES,mass
CUST03209,2025-11-11,36-45,AD,mass
CUST03210,2025-11-30,46-60,ES,affluent
CUST03211,2025-12-05,36-45,FR,affluent
CUST03212,2026-01-05,18-25,FR,mass
CUST03213,2025-12-01,26-35,FR,mass
CUST03214,2026-02-03,36-45,AD,affluent
CUST03215,2025-10-16,46-60,AD,mass
CUST03216,2025-11-10,26-35,AD,mass
CUST03217,2026-01-24,18-25,AD,mass
CUST03218,2025-12-26,60+,FR,affluent
CUST03219,2026-01-31,46-60,ES,affluent
CUST03220,2026-01-17,26-35,ES,mass
CUST03221,2025-10-27,60+,AD,mass
CUST03222,2025-12-22,46-60,AD,mass
CUST03223,2026-01-25,18-25,ES,mass
CUST03224,2025-11-16,46-60,AD,affluent
CUST03225,2026-02-01,26-35,ES,mass
CUST03226,2025-10-20,60+,AD,mass
CUST03227,2026-01-18,26-35,ES,mass
CUST03228,2026-02-07,18-25,AD,mass
CUST03229,2025-11-15,36-45,ES,mass
CUST03230,2025-12-22,60+,AD,mass
CUST03231,2025-10-24,26-35,AD,mass
CUST03232,2025-11-09,18-25,ES,mass
CUST03233,2025-11-22,36-45,ES,affluent
CUST03234,2025-10-29,46-60,AD,mass
CUST03235,2025-12-29,46-60,ES,mass
CUST03236,2025-10-15,26-35,AD,mass
CUST03237,2026-01-03,18-25,AD,mass
CUST03238,2026-01-05,26-35,FR,mass
CUST03239,2025-11-19,46-60,AD,mass
CUST03240,2025-10-29,60+,FR,mass
CUST03241,2025-11-24,60+,AD,mass
CUST03242,2025-11-06,18-25,AD,mass
CUST03243,2026-02-10,46-60,AD,mass
CUST03244,2026-01-28,26-35,ES,mass
CUST03245,2025-11-11,26-35,AD,mass
CUST03246,2025-12-14,18-25,AD,mass
CUST03247,2025-12-27,46-60,AD,mass
CUST03248,2025-12-04,46-60,FR,mass
CUST03249,2025-11-04,26-35,AD,mass
CUST03250,2025-12-30,46-60,ES,mass
CUST03251,2026-02-11,26-35,FR,affluent
CUST03252,2025-12-01,18-25,AD,mass
CUST03253,2026-01-18,26-35,AD,mass
CUST03254,2026-01-20,26-35,ES,mass
CUST03255,2025-12-06,26-35,ES,affluent
CUST03256,2026-01-21,26-35,ES,mass
CUST03257,2026-01-07,46-60,AD,mass
CUST03258,2025-11-25,26-35,AD,mass
CUST03259,2026-01-17,26-35,AD,mass
CUST03260,2026-02-01,26-35,AD,mass
CUST03261,2026-01-15,36-45,ES,mass
CUST03262,2025-10-20,46-60,AD,affluent
CUST03263,2026-01-13,36-45,AD,mass
CUST03264,2025-12-02,18-25,AD,mass
CUST03265,2025-12-22,26-35,FR,mass
CUST03266,2025-11-01,60+,AD,affluent
CUST03267,2026-01-16,26-35,AD,mass
CUST03268,2025-11-22,36-45,ES,mass
CUST03269,2025-11-25,36-45,ES,mass
CUST03270,2025-12-21,46-60,ES,mass
CUST03271,2026-01-21,18-25,ES,mass
CUST03272,2025-11-24,60+,AD,mass
CUST03273,2026-01-18,60+,AD,mass
CUST03274,2025-12-12,26-35,AD,affluent
CUST03275,2025-11-17,26-35,ES,mass
CUST03276,2025-10-30,36-45,AD,mass
CUST03277,2026-01-25,18-25,AD,affluent
CUST03278,2025-12-19,26-35,ES,affluent
CUST03279,2025-12-18,46-60,AD,mass
CUST03280,2025-11-20,36-45,ES,mass
CUST03281,2025-12-26,18-25,ES,mass
CUST03282,2025-11-04,46-60,ES,mass
CUST03283,2026-02-10,36-45,ES,mass
CUST03284,2025-10-24,46-60,AD,mass
CUST03285,2025-12-11,60+,FR,mass
CUST03286,2025-11-26,18-25,ES,mass
CUST03287,2025-12-21,46-60,ES,affluent
CUST03288,2026-02-05,18-25,ES,mass
CUST03289,2026-01-29,26-35,AD,mass
CUST03290,2025-11-03,26-35,AD,mass
CUST03291,2025-11-25,36-45,ES,mass
CUST03292,2026-01-28,36-45,AD,affluent
CUST03293,2026-02-03,36-45,AD,mass
CUST03294,2025-11-23,26-35,AD,mass
CUST03295,2026-01-31,18-25,AD,mass
CUST03296,2025-10-23,26-35,AD,mass
CUST03297,2025-11-10,26-35,AD,affluent
CUST03298,2025-11-13,60+,AD,mass
CUST03299,2025-11-01,46-60,FR,mass
CUST03300,2025-12-02,18-25,FR,affluent
CUST03301,2025-11-10,26-35,AD,mass
CUST03302,2025-11-10,46-60,ES,mass
CUST03303,2025-11-06,36-45,ES,mass
CUST03304,2025-11-04,46-60,AD,mass
CUST03305,2025-12-31,26-35,FR,mass
CUST03306,2025-11-10,60+,ES,mass
CUST03307,2025-11-16,36-45,FR,mass
CUST03308,2025-12-02,46-60,AD,affluent
CUST03309,2025-11-29,26-35,AD,mass
CUST03310,2026-01-31,36-45,AD,mass
CUST03311,2026-01-06,36-45,AD,mass
CUST03312,2025-11-19,46-60,FR,mass
CUST03313,2026-01-31,26-35,ES,mass
CUST03314,2025-11-03,18-25,AD,mass
CUST03315,2025-12-30,46-60,FR,mass
CUST03316,2025-12-01,36-45,ES,mass
CUST03317,2025-11-06,60+,FR,mass
CUST03318,2026-01-26,46-60,AD,affluent
CUST03319,2026-01-23,18-25,AD,mass
CUST03320,2026-01-03,26-35,ES,mass
CUST03321,2025-10-18,46-60,AD,affluent
CUST03322,2025-10-19,46-60,AD,mass
CUST03323,2025-12-23,26-35,ES,mass
CUST03324,2025-11-04,18-25,AD,mass
CUST03325,2025-12-07,60+,AD,mass
CUST03326,2025-12-07,46-60,AD,mass
CUST03327,2025-12-31,46-60,AD,mass
CUST03328,2026-02-07,60+,AD,mass
CUST03329,2025-11-30,60+,ES,mass
CUST03330,2025-12-17,46-60,FR,mass
CUST03331,2025-11-12,36-45,ES,mass
CUST03332,2026-01-07,18-25,AD,mass
CUST03333,2026-02-05,36-45,AD,mass
CUST03334,2026-01-16,36-45,AD,affluent
CUST03335,2026-01-08,36-45,AD,affluent
CUST03336,2025-11-18,46-60,AD,mass
CUST03337,2026-01-07,18-25,ES,affluent
CUST03338,2026-01-18,60+,AD,mass
CUST03339,2025-11-09,60+,AD,mass
CUST03340,2026-01-29,46-60,AD,mass
CUST03341,2025-12-27,36-45,FR,mass
CUST03342,2026-02-03,46-60,ES,mass
CUST03343,2025-11-11,36-45,AD,mass
CUST03344,2026-01-18,26-35,ES,affluent
CUST03345,2025-11-27,60+,AD,mass
CUST03346,2026-02-03,36-45,AD,mass
CUST03347,2026-01-08,46-60,ES,mass
CUST03348,2026-01-23,26-35,ES,affluent
CUST03349,2025-10-31,18-25,FR,affluent
CUST03350,2025-10-30,36-45,AD,affluent
CUST03351,2025-11-23,36-45,ES,affluent
CUST03352,2026-02-02,60+,AD,affluent
CUST03353,2026-02-05,60+,AD,affluent
CUST03354,2025-11-12,46-60,AD,mass
CUST03355,2025-12-21,36-45,AD,affluent
CUST03356,2025-12-21,18-25,AD,mass
CUST03357,2026-01-11,60+,AD,mass
CUST03358,2025-10-27,46-60,ES,affluent
CUST03359,2025-11-12,46-60,ES,mass
CUST03360,2026-01-01,26-35,AD,mass
CUST03361,2025-12-05,26-35,FR,affluent
CUST03362,2026-02-06,36-45,AD,mass
CUST03363,2025-11-22,18-25,AD,mass
CUST03364,2025-11-23,26-35,ES,mass
CUST03365,2025-10-23,18-25,AD,mass
CUST03366,2026-01-28,18-25,FR,affluent
CUST03367,2025-11-15,26-35,AD,mass
